bg2020gj,bg2020ge,tr2010gj,tr2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G17000700106011,170070106011,G5501050003300,55105003300,1.4559728e-5,1.2745038e-5,1.4842322e-5,1.3451741e-5,2.1700573e-5
G27016300702063,271630702063,G5501090120400,55109120400,0,0,0,0,0.038510523245
G55000109501001,550019501001,G5500010950100,55001950100,1,1,1,1,1
G55000109501002,550019501002,G5500010950100,55001950100,1,1,1,1,1
G55000109501003,550019501003,G5500010950100,55001950100,1,1,1,1,1
G55000109501004,550019501004,G5500010950100,55001950100,1,1,1,1,0.999649849979
G55000109501004,550019501004,G5500570100100,55057100100,0,0,0,0,2.76393952e-4
G55000109501004,550019501004,G5501410011600,55141011600,0,0,0,0,7.3756069e-5
G55000109502011,550019502011,G5500010950201,55001950201,1,1,1,1,0.999767326947
G55000109502011,550019502011,G5500010950202,55001950202,0,0,0,0,0
G55000109502011,550019502011,G5500570100300,55057100300,0,0,0,0,2.32673053e-4
G55000109502012,550019502012,G5500010950201,55001950201,1,1,1,1,0.998686430439
G55000109502012,550019502012,G5500010950400,55001950400,0,0,0,0,0.001313569561
G55000109502031,550019502031,G5500010950202,55001950202,1,1,1,1,1
G55000109502032,550019502032,G5500010950202,55001950202,1,1,1,1,1
G55000109502041,550019502041,G5500010950202,55001950202,1,1,1,1,1
G55000109502041,550019502041,G5500570100100,55057100100,0,0,0,0,0
G55000109502042,550019502042,G5500010950202,55001950202,1,1,1,1,1
G55000109502042,550019502042,G5500570100100,55057100100,0,0,0,0,0
G55000109504001,550019504001,G5500010950400,55001950400,1,1,1,1,1
G55000109504002,550019504002,G5500010950400,55001950400,1,1,1,1,1
G55000109504003,550019504003,G5500010950400,55001950400,1,1,1,1,1
G55000109504004,550019504004,G5500010950201,55001950201,0.006020469597,0.004335260116,0,0.002344665885,0.049620562349
G55000109504004,550019504004,G5500010950400,55001950400,0.993979530403,0.995664739884,1,0.997655334115,0.950379437651
G55000109505011,550019505011,G5500010950501,55001950501,1,1,1,1,1
G55000109505011,550019505011,G5500570100400,55057100400,0,0,0,0,0
G55000109505012,550019505012,G5500010950501,55001950501,0.999997064623,0.999997382738,0.999998000253,0.99999934948,0.999993424745
G55000109505012,550019505012,G5500570100300,55057100300,0,0,0,0,0
G55000109505012,550019505012,G5500010950400,55001950400,2.935377e-6,2.617262e-6,1.999747e-6,6.5052e-7,6.575255e-6
G55000109505021,550019505021,G5500010950502,55001950502,1,1,1,1,0.999955776552
G55000109505021,550019505021,G5500010950400,55001950400,0,0,0,0,4.4223448e-5
G55000109505022,550019505022,G5500010950400,55001950400,0,0,0,0,8.0209569e-5
G55000109505022,550019505022,G5500010950502,55001950502,1,1,1,1,0.999919790431
G55000109505023,550019505023,G5500010950502,55001950502,1,1,1,1,1
G55000109505024,550019505024,G5500010950502,55001950502,0.9973794612,0.99774912107,0.997624552454,0.995938923979,0.998300482679
G55000109505024,550019505024,G5500010950501,55001950501,9.07555847e-4,4.54647858e-4,1.8451094e-5,1.61633362e-4,3.7135078e-4
G55000109505024,550019505024,G5500570100400,55057100400,0,0,0,0,7.03962551e-4
G55000109505024,550019505024,G5500010950700,55001950700,0.001712982953,0.001796231072,0.002356996451,0.003899442658,6.24203991e-4
G55000109507001,550019507001,G5500010950700,55001950700,1,1,1,1,1
G55000109507002,550019507002,G5500010950700,55001950700,1,1,1,1,1
G55000109507003,550019507003,G5500010950700,55001950700,1,1,1,1,0.999902414874
G55000109507003,550019507003,G5500570100700,55057100700,0,0,0,0,9.7585126e-5
G55000309400001,550039400001,G5500030940000,55003940000,0.982090997096,0.983664772727,0.984743411928,0.986762936221,0.989990019118
G55000309400001,550039400001,G5500030950500,55003950500,0.017909002904,0.016335227273,0.015256588072,0.013237063779,0.010009980882
G55000309503001,550039503001,G5500030950800,55003950800,0,0,0,0,0
G55000309503001,550039503001,G5500030950300,55003950300,1,1,1,1,1
G55000309503002,550039503002,G5500030950300,55003950300,1,1,1,1,1
G55000309504001,550039504001,G5500030950400,55003950400,1,1,1,1,0.999772010297
G55000309504001,550039504001,G5500030950800,55003950800,0,0,0,0,2.27989703e-4
G55000309504002,550039504002,G5500030950400,55003950400,1,1,1,1,1
G55000309504003,550039504003,G5500030950400,55003950400,1,1,1,1,0.999070159265
G55000309504003,550039504003,G5500030950800,55003950800,0,0,0,0,9.29840735e-4
G55000309505001,550039505001,G5500030950500,55003950500,1,1,1,1,1
G55000309505002,550039505002,G5500030950500,55003950500,1,1,1,1,1
G55000309506001,550039506001,G5500030950600,55003950600,1,1,1,1,1
G55000309506002,550039506002,G5500030950600,55003950600,1,1,1,1,1
G55000309507001,550039507001,G5500030950700,55003950700,1,1,1,1,1
G55000309507002,550039507002,G5500030950700,55003950700,1,1,1,1,1
G55000309507003,550039507003,G5500030950700,55003950700,1,1,1,1,1
G55000309508001,550039508001,G5500030950800,55003950800,1,1,1,1,0.999989908487
G55000309508001,550039508001,G5500030940000,55003940000,0,0,0,0,0
G55000309508001,550039508001,G5500030950400,55003950400,0,0,0,0,0
G55000309508001,550039508001,G5500030950300,55003950300,0,0,0,0,1.0091513e-5
G55000309508002,550039508002,G5500030950300,55003950300,0,0,0,0,0.031152521564
G55000309508002,550039508002,G5500030950800,55003950800,1,1,1,1,0.968847478436
G55000309508003,550039508003,G5500030950800,55003950800,1,1,1,1,1
G55000309508004,550039508004,G5500030950800,55003950800,1,1,1,1,1
G55000309900000,550039900000,G5500030990000,55003990000,1,1,1,1,1
G55000500001001,550050001001,G5500050000100,55005000100,1,1,1,1,1
G55000500001002,550050001002,G5500050000100,55005000100,1,1,1,1,1
G55000500001003,550050001003,G5500050000100,55005000100,1,1,1,1,1
G55000500001004,550050001004,G5500050000100,55005000100,1,1,1,1,1
G55000500002001,550050002001,G5500050000200,55005000200,1,1,1,1,1
G55000500002002,550050002002,G5500050000200,55005000200,1,1,1,1,1
G55000500002003,550050002003,G5500050000200,55005000200,1,1,1,1,1
G55000500003001,550050003001,G5500050000300,55005000300,1,1,1,1,1
G55000500003002,550050003002,G5500050000300,55005000300,1,1,1,1,1
G55000500003003,550050003003,G5500050000300,55005000300,1,1,1,1,1
G55000500003004,550050003004,G5500050000300,55005000300,1,1,1,1,1
G55000500004001,550050004001,G5500050000400,55005000400,1,1,1,1,1
G55000500004002,550050004002,G5500050000400,55005000400,1,1,1,1,1
G55000500004003,550050004003,G5500050000400,55005000400,1,1,1,1,1
G55000500004004,550050004004,G5500050000400,55005000400,1,1,1,1,1
G55000500004005,550050004005,G5500050000400,55005000400,1,1,1,1,1
G55000500005001,550050005001,G5500050000500,55005000500,1,1,1,1,1
G55000500005002,550050005002,G5500050000500,55005000500,1,1,1,1,0.999885794166
G55000500005002,550050005002,G5500050000400,55005000400,0,0,0,0,1.14205834e-4
G55000500005003,550050005003,G5500050000500,55005000500,1,1,1,1,1
G55000500005004,550050005004,G5500050000500,55005000500,1,1,1,1,1
G55000500006011,550050006011,G5500050000600,55005000600,1,1,1,1,1
G55000500006012,550050006012,G5500050000600,55005000600,1,1,1,1,1
G55000500006021,550050006021,G5500050000600,55005000600,1,1,1,1,1
G55000500006022,550050006022,G5500050000600,55005000600,1,1,1,1,1
G55000500006023,550050006023,G5500050000600,55005000600,1,1,1,1,1
G55000500006024,550050006024,G5500050000600,55005000600,1,1,1,1,1
G55000500008001,550050008001,G5500050000800,55005000800,1,1,1,1,1
G55000500008002,550050008002,G5500050000800,55005000800,1,1,1,1,1
G55000500008003,550050008003,G5500050000800,55005000800,1,1,1,1,1
G55000500008004,550050008004,G5500050000800,55005000800,1,1,1,1,1
G55000500009001,550050009001,G5500050000900,55005000900,1,1,1,1,1
G55000500009002,550050009002,G5500050000900,55005000900,1,1,1,1,1
G55000500009003,550050009003,G5500050000900,55005000900,1,1,1,1,1
G55000500009004,550050009004,G5500050000900,55005000900,1,1,1,1,1
G55000500009005,550050009005,G5500050000900,55005000900,1,1,1,1,1
G55000500010011,550050010011,G5500050001001,55005001001,1,1,1,1,1
G55000500010012,550050010012,G5500050001001,55005001001,1,1,1,1,1
G55000500010031,550050010031,G5500050001002,55005001002,1,1,1,1,1
G55000500010032,550050010032,G5500050001002,55005001002,1,1,1,1,1
G55000500010041,550050010041,G5500050001002,55005001002,1,1,1,1,1
G55000500010042,550050010042,G5500050001002,55005001002,1,1,1,1,1
G55000500010043,550050010043,G5500050001002,55005001002,1,1,1,1,1
G55000500010044,550050010044,G5500050001002,55005001002,1,1,1,1,1
G55000709601001,550079601001,G5500070960100,55007960100,1,1,1,1,1
G55000709601002,550079601002,G5500070960100,55007960100,1,1,1,1,1
G55000709601002,550079601002,G5500070960300,55007960300,0,0,0,0,0
G55000709601003,550079601003,G5500070960100,55007960100,1,1,1,1,1
G55000709602001,550079602001,G5500070960200,55007960200,1,1,1,1,1
G55000709602002,550079602002,G5500070960100,55007960100,0,0,0,0,0
G55000709602002,550079602002,G5500070960200,55007960200,1,1,1,1,1
G55000709603001,550079603001,G5500070960300,55007960300,1,1,1,1,1
G55000709603002,550079603002,G5500070960300,55007960300,1,1,1,1,1
G55000709603003,550079603003,G5500070960300,55007960300,1,1,1,1,1
G55000709604011,550079604011,G5500070960400,55007960400,1,1,1,1,1
G55000709604021,550079604021,G5500030950400,55003950400,7.9053338e-5,7.6981082e-5,6.8288445e-5,5.6850971e-5,4.509365e-6
G55000709604021,550079604021,G5500070960400,55007960400,0.999920946662,0.999923018918,0.999931711555,0.999943149029,0.999766993387
G55000709604021,550079604021,G5500070960300,55007960300,0,0,0,0,2.28497248e-4
G55000709604022,550079604022,G5500070960400,55007960400,1,1,1,1,1
G55000709604023,550079604023,G5500070960400,55007960400,1,1,1,1,1
G55000709606001,550079606001,G5500070960600,55007960600,1,1,1,1,1
G55000709606002,550079606002,G5500070960600,55007960600,1,1,1,1,1
G55000709900000,550079900000,G5500070990000,55007990000,1,1,1,1,1
G55000900001001,550090001001,G5500090000100,55009000100,1,1,1,1,0.998040599995
G55000900001001,550090001001,G5500090020502,55009020502,0,0,0,0,0.001959400005
G55000900001002,550090001002,G5500090000100,55009000100,1,1,1,1,1
G55000900002001,550090002001,G5500090000200,55009000200,1,1,1,1,1
G55000900002002,550090002002,G5500090000200,55009000200,1,1,1,1,1
G55000900002003,550090002003,G5500090000200,55009000200,1,1,1,1,1
G55000900002004,550090002004,G5500090000200,55009000200,1,1,1,1,1
G55000900002005,550090002005,G5500090000200,55009000200,1,1,1,1,1
G55000900002006,550090002006,G5500090000200,55009000200,1,1,1,1,1
G55000900003021,550090003021,G5500090000302,55009000302,1,1,1,1,1
G55000900003022,550090003022,G5500090000302,55009000302,1,1,1,1,1
G55000900003023,550090003023,G5500090000302,55009000302,1,1,1,1,1
G55000900003031,550090003031,G5500090000303,55009000303,1,1,1,1,1
G55000900003032,550090003032,G5500090000303,55009000303,1,1,1,1,1
G55000900004011,550090004011,G5500090000401,55009000401,1,1,1,1,1
G55000900004012,550090004012,G5500090000401,55009000401,1,1,1,1,1
G55000900004013,550090004013,G5500090000401,55009000401,1,1,1,1,1
G55000900004014,550090004014,G5500090000401,55009000401,1,1,1,1,1
G55000900004021,550090004021,G5500090000402,55009000402,1,1,1,1,1
G55000900004022,550090004022,G5500090000402,55009000402,1,1,1,1,1
G55000900004023,550090004023,G5500090000402,55009000402,1,1,1,1,1
G55000900005001,550090005001,G5500090000500,55009000500,1,1,1,1,1
G55000900005002,550090005002,G5500090000500,55009000500,1,1,1,1,1
G55000900005003,550090005003,G5500090000500,55009000500,1,1,1,1,1
G55000900006001,550090006001,G5500090000600,55009000600,1,1,1,1,1
G55000900006002,550090006002,G5500090000600,55009000600,1,1,1,1,1
G55000900006003,550090006003,G5500090000600,55009000600,1,1,1,1,1
G55000900006004,550090006004,G5500090000600,55009000600,1,1,1,1,1
G55000900006005,550090006005,G5500090000600,55009000600,1,1,1,1,1
G55000900007001,550090007001,G5500090000700,55009000700,1,1,1,1,1
G55000900007002,550090007002,G5500090000700,55009000700,1,1,1,1,1
G55000900007003,550090007003,G5500090000700,55009000700,1,1,1,1,0.590593599259
G55000900007003,550090007003,G5500090021303,55009021303,0,0,0,0,0.409406400741
G55000900007004,550090007004,G5500090000700,55009000700,1,1,1,1,1
G55000900008001,550090008001,G5500090000800,55009000800,1,1,1,1,1
G55000900008002,550090008002,G5500090000800,55009000800,1,1,1,1,0.695419463363
G55000900008002,550090008002,G5500090021303,55009021303,0,0,0,0,0.304580536637
G55000900008002,550090008002,G5500090020800,55009020800,0,0,0,0,0
G55000900008002,550090008002,G5500090020900,55009020900,0,0,0,0,0
G55000900009001,550090009001,G5500090000900,55009000900,1,1,1,1,0.999526333836
G55000900009001,550090009001,G5500090001100,55009001100,0,0,0,0,4.73666164e-4
G55000900009002,550090009002,G5500090000900,55009000900,1,1,1,1,0.961693621496
G55000900009002,550090009002,G5500090001701,55009001701,0,0,0,0,0.038306378504
G55000900009003,550090009003,G5500090000900,55009000900,1,1,1,1,1
G55000900009004,550090009004,G5500090000900,55009000900,1,1,1,1,1
G55000900009005,550090009005,G5500090000900,55009000900,1,1,1,1,1
G55000900010001,550090010001,G5500090001000,55009001000,1,1,1,1,1
G55000900010001,550090010001,G5500090000900,55009000900,0,0,0,0,0
G55000900010001,550090010001,G5500090001100,55009001100,0,0,0,0,0
G55000900011001,550090011001,G5500090001100,55009001100,1,1,1,1,0.997964124467
G55000900011001,550090011001,G5500090001200,55009001200,0,0,0,0,0.002035875533
G55000900012001,550090012001,G5500090001200,55009001200,1,1,1,1,1
G55000900012001,550090012001,G5500090001100,55009001100,0,0,0,0,0
G55000900012002,550090012002,G5500090001200,55009001200,1,1,1,1,1
G55000900013001,550090013001,G5500090001300,55009001300,1,1,1,1,1
G55000900013002,550090013002,G5500090001300,55009001300,1,1,1,1,1
G55000900013003,550090013003,G5500090001300,55009001300,1,1,1,1,1
G55000900013004,550090013004,G5500090001300,55009001300,1,1,1,1,1
G55000900014001,550090014001,G5500090001400,55009001400,1,1,1,1,0.998357106926
G55000900014001,550090014001,G5500090001600,55009001600,0,0,0,0,0.001642893074
G55000900014002,550090014002,G5500090001400,55009001400,1,1,1,1,1
G55000900014003,550090014003,G5500090001400,55009001400,1,1,1,1,1
G55000900014004,550090014004,G5500090001400,55009001400,1,1,1,1,1
G55000900014005,550090014005,G5500090001400,55009001400,1,1,1,1,1
G55000900016001,550090016001,G5500090001600,55009001600,1,1,1,1,1
G55000900016002,550090016002,G5500090001600,55009001600,0.992899408284,0.994341147939,0.996927803379,0.99700149925,0.745103229222
G55000900016002,550090016002,G5500090020704,55009020704,0.007100591716,0.005658852061,0.003072196621,0.00299850075,0.254896770778
G55000900016003,550090016003,G5500090001600,55009001600,1,1,1,1,1
G55000900016004,550090016004,G5500090001600,55009001600,1,1,1,1,1
G55000900017011,550090017011,G5500090001701,55009001701,1,1,1,1,1
G55000900017012,550090017012,G5500090001701,55009001701,1,1,1,1,1
G55000900017021,550090017021,G5500090001702,55009001702,1,1,1,1,1
G55000900017022,550090017022,G5500090001702,55009001702,1,1,1,1,1
G55000900017023,550090017023,G5500090001702,55009001702,1,1,1,1,1
G55000900018011,550090018011,G5500090001801,55009001801,1,1,1,1,0.953764490344
G55000900018011,550090018011,G5500090020100,55009020100,0,0,0,0,0.046235509656
G55000900018012,550090018012,G5500090001801,55009001801,1,1,1,1,1
G55000900018013,550090018013,G5500090001801,55009001801,1,1,1,1,1
G55000900018014,550090018014,G5500090001801,55009001801,1,1,1,1,1
G55000900018021,550090018021,G5500090001802,55009001802,1,1,1,1,1
G55000900018022,550090018022,G5500090001802,55009001802,0.97005988024,0.972841901067,0.973469387755,0.974155069583,0.948171660189
G55000900018022,550090018022,G5500090020100,55009020100,0.02994011976,0.027158098933,0.026530612245,0.025844930417,0.051828339811
G55000900018023,550090018023,G5500090020100,55009020100,0.039294306335,0.039049235993,0.03416856492,0.042904290429,0.059761124207
G55000900018023,550090018023,G5500090001802,55009001802,0.960705693665,0.960950764007,0.96583143508,0.957095709571,0.940238875793
G55000900020011,550090020011,G5500090002001,55009002001,1,1,1,1,1
G55000900020012,550090020012,G5500090002001,55009002001,1,1,1,1,1
G55000900020013,550090020013,G5500090002001,55009002001,1,1,1,1,1
G55000900020014,550090020014,G5500090002001,55009002001,1,1,1,1,1
G55000900020015,550090020015,G5500090002001,55009002001,1,1,1,1,1
G55000900020016,550090020016,G5500090002001,55009002001,1,1,1,1,1
G55000900020017,550090020017,G5500090002001,55009002001,1,1,1,1,1
G55000900020021,550090020021,G5500090002002,55009002002,0.998024366151,0.997495826377,1,1,0.970639256416
G55000900020021,550090020021,G5500090020704,55009020704,0.001975633849,0.002504173623,0,0,0.027677130055
G55000900020021,550090020021,G5500090001600,55009001600,0,0,0,0,0.001683613529
G55000900020022,550090020022,G5500090002002,55009002002,1,1,1,1,1
G55000900020031,550090020031,G5500090002003,55009002003,1,1,1,1,0.985341735439
G55000900020031,550090020031,G5500090020703,55009020703,0,0,0,0,0.014658264561
G55000900020032,550090020032,G5500090002003,55009002003,1,1,1,1,1
G55000900101001,550090101001,G5500090010100,55009010100,1,1,1,1,1
G55000900101002,550090101002,G5500090010100,55009010100,1,1,1,1,1
G55000900101003,550090101003,G5500090010100,55009010100,0.993769470405,0.998760842627,1,0.998204667864,0.982094564066
G55000900101003,550090101003,G5500090010201,55009010201,0,0,0,0,0
G55000900101003,550090101003,G5500090021303,55009021303,0,0,0,0,0
G55000900101003,550090101003,G5500090010300,55009010300,0.006230529595,0.001239157373,0,0.001795332136,0.017905435934
G55000900101004,550090101004,G5500090010100,55009010100,1,1,1,1,1
G55000900102011,550090102011,G5500090010201,55009010201,0.996145893921,0.995377141704,0.998417162731,0.998486733581,0.994416109193
G55000900102011,550090102011,G5500090021303,55009021303,0.003854106079,0.004622858296,0.001582837269,0.001513266419,0.005583890807
G55000900102012,550090102012,G5500090010201,55009010201,0.992459918289,0.993427807514,0.983422619254,0.983875211426,0.98444816464
G55000900102012,550090102012,G5500090940001,55009940001,0.007540081711,0.006572192486,0.016577380746,0.016124788574,0.01555183536
G55000900102012,550090102012,G5500090010300,55009010300,0,0,0,0,0
G55000900102013,550090102013,G5500090010201,55009010201,1,1,1,1,1
G55000900102021,550090102021,G5500090010202,55009010202,1,1,1,1,1
G55000900102022,550090102022,G5500090010202,55009010202,0.976400477422,0.977847555979,0.977201017675,0.977992810728,0.960591596433
G55000900102022,550090102022,G5500090940001,55009940001,0.023599522578,0.022152444021,0.022798982325,0.022007189272,0.039408403567
G55000900102023,550090102023,G5500090010202,55009010202,1,1,1,1,1
G55000900103001,550090103001,G5500090010300,55009010300,1,1,1,1,1
G55000900103002,550090103002,G5500090010300,55009010300,1,1,1,1,1
G55000900103003,550090103003,G5500090010300,55009010300,0.988717878362,0.989642505556,0.990279601485,0.990755945669,0.837610533739
G55000900103003,550090103003,G5500090020702,55009020702,4.5025702e-5,4.1308394e-5,3.458996e-5,3.2894893e-5,1.62399941e-4
G55000900103003,550090103003,G5500090021400,55009021400,0.011237095936,0.01031618605,0.009685808555,0.0092111594380000009,0.16222706632
G55000900103004,550090103004,G5500090010300,55009010300,1,1,1,1,1
G55000900201001,550090201001,G5500090020100,55009020100,1,1,1,1,0.999167118645
G55000900201001,550090201001,G5500090001802,55009001802,0,0,0,0,8.32881355e-4
G55000900201002,550090201002,G5500090020100,55009020100,1,1,1,1,1
G55000900201003,550090201003,G5500090020100,55009020100,1,1,1,1,1
G55000900201004,550090201004,G5500090020100,55009020100,1,1,1,1,1
G55000900202031,550090202031,G5500090020203,55009020203,1,1,1,1,1
G55000900202032,550090202032,G5500090020203,55009020203,1,1,1,1,1
G55000900202033,550090202033,G5500090020203,55009020203,1,1,1,1,1
G55000900202041,550090202041,G5500090020204,55009020204,1,1,1,1,1
G55000900202042,550090202042,G5500090020204,55009020204,1,1,1,1,1
G55000900202043,550090202043,G5500090020204,55009020204,1,1,1,1,1
G55000900205021,550090205021,G5500090020502,55009020502,1,1,1,1,1
G55000900205022,550090205022,G5500090020502,55009020502,0.999930270306,0.99992565825,0.99990608543,0.999909439522,0.985817417104
G55000900205022,550090205022,G5500090020503,55009020503,0,0,0,0,0.013359641709
G55000900205022,550090205022,G5500090940001,55009940001,0,0,0,0,7.02516656e-4
G55000900205022,550090205022,G5500090940003,55009940003,6.9729694e-5,7.434175e-5,9.391457e-5,9.0560478e-5,1.20424531e-4
G55000900205023,550090205023,G5500090020502,55009020502,1,1,1,1,1
G55000900205024,550090205024,G5500090020502,55009020502,1,1,1,1,0.999636222268
G55000900205024,550090205024,G5500090000100,55009000100,0,0,0,0,3.63777732e-4
G55000900205041,550090205041,G5500090020504,55009020504,1,1,1,1,1
G55000900205042,550090205042,G5500090020504,55009020504,0.999959088833,0.999957803849,0.999960542688,0.999962152348,0.999927746652
G55000900205042,550090205042,G5500090021600,55009021600,4.0911167e-5,4.2196151e-5,3.9457312e-5,3.7847652e-5,7.2253348e-5
G55000900205043,550090205043,G5500090020504,55009020504,1,1,1,1,1
G55000900205051,550090205051,G5500090020503,55009020503,1,1,1,1,1
G55000900205052,550090205052,G5500090020503,55009020503,1,1,1,1,1
G55000900205053,550090205053,G5500090020503,55009020503,0.999988460806,0.999988524383,0.999987494064,0.999987998336,0.997705609537
G55000900205053,550090205053,G5500090020504,55009020504,1.1539194e-5,1.1475617e-5,1.2505936e-5,1.2001664e-5,0.002294390463
G55000900205061,550090205061,G5500090020204,55009020204,0,0,0,0,0.052745486971
G55000900205061,550090205061,G5500090020503,55009020503,1,1,1,1,0.947254513029
G55000900206001,550090206001,G5500090020600,55009020600,1,1,1,1,1
G55000900206002,550090206002,G5500090020600,55009020600,1,1,1,1,1
G55000900206003,550090206003,G5500090020600,55009020600,1,1,1,1,1
G55000900206004,550090206004,G5500090020600,55009020600,1,1,1,1,0.999839942728
G55000900206004,550090206004,G5500610960500,55061960500,0,0,0,0,1.60057272e-4
G55000900207021,550090207021,G5500090020702,55009020702,0.999997692388,0.999997195067,0.999996620497,0.999996748186,0.999997611971
G55000900207021,550090207021,G5500090020600,55009020600,2.307612e-6,2.804933e-6,3.379503e-6,3.251814e-6,2.388029e-6
G55000900207022,550090207022,G5500090020702,55009020702,0.999897165293,0.999891195408,0.999892226508,0.999895380323,0.999593366977
G55000900207022,550090207022,G5500090010300,55009010300,1.02834707e-4,1.08804592e-4,1.07773492e-4,1.04619677e-4,4.06633023e-4
G55000900207023,550090207023,G5500090020702,55009020702,1,1,1,1,1
G55000900207031,550090207031,G5500090020703,55009020703,1,1,1,1,1
G55000900207032,550090207032,G5500090020703,55009020703,0.998674062524,0.998355738441,0.999569374434,0.998950398331,0.963000559011
G55000900207032,550090207032,G5500090020702,55009020702,0.001325937476,0.001644261559,4.30625566e-4,0.001049601669,0.036999440989
G55000900207033,550090207033,G5500090020703,55009020703,1,1,1,1,1
G55000900207034,550090207034,G5500090020703,55009020703,1,1,1,1,0.976519867785
G55000900207034,550090207034,G5500090020702,55009020702,0,0,0,0,0.023480132215
G55000900207041,550090207041,G5500090020704,55009020704,0.983318304779,0.984356894554,0.989631336406,0.989932885906,0.955593355824
G55000900207041,550090207041,G5500090002002,55009002002,0,0,0,0,0.010605474455
G55000900207041,550090207041,G5500090001600,55009001600,0.016681695221,0.015643105446,0.010368663594,0.010067114094,0.033801169721
G55000900207042,550090207042,G5500090001600,55009001600,0.041280539174,0.039614561028,0.052232518955,0.048895899054,0.214143729714
G55000900207042,550090207042,G5500090020800,55009020800,0,0,0,0,0
G55000900207042,550090207042,G5500090020704,55009020704,0.958719460826,0.960385438972,0.947767481045,0.951104100946,0.785856270286
G55000900207043,550090207043,G5500090020704,55009020704,1,1,1,1,1
G55000900208001,550090208001,G5500090001600,55009001600,0,0,0,0,0.001449092879
G55000900208001,550090208001,G5500090020800,55009020800,1,1,1,1,0.994474994193
G55000900208001,550090208001,G5500090020704,55009020704,0,0,0,0,0.004075912929
G55000900208002,550090208002,G5500090020800,55009020800,1,1,1,1,1
G55000900208002,550090208002,G5500090000800,55009000800,0,0,0,0,0
G55000900208002,550090208002,G5500090021303,55009021303,0,0,0,0,0
G55000900209001,550090209001,G5500090020900,55009020900,1,1,1,1,1
G55000900209001,550090209001,G5500090021303,55009021303,0,0,0,0,0
G55000900209002,550090209002,G5500090020704,55009020704,0,0,0,0,6.10115141e-4
G55000900209002,550090209002,G5500090020900,55009020900,1,1,1,1,0.999389884859
G55000900210001,550090210001,G5500090021000,55009021000,1,1,1,1,1
G55000900210002,550090210002,G5500090021000,55009021000,1,1,1,1,1
G55000900210003,550090210003,G5500090021000,55009021000,1,1,1,1,1
G55000900210003,550090210003,G5500090021303,55009021303,0,0,0,0,0
G55000900212001,550090212001,G5500090020704,55009020704,0,0,0,0,0
G55000900212001,550090212001,G5500090021200,55009021200,1,1,1,1,1
G55000900212002,550090212002,G5500090021200,55009021200,1,1,1,1,1
G55000900212002,550090212002,G5500090020704,55009020704,0,0,0,0,0
G55000900212003,550090212003,G5500090020704,55009020704,2.6647753e-5,2.722677e-5,3.1251739e-5,3.0847488e-5,4.16205481e-4
G55000900212003,550090212003,G5500090021200,55009021200,0.999973352247,0.99997277323,0.999968748261,0.999969152512,0.999583794519
G55000900212004,550090212004,G5500090021200,55009021200,1,1,1,1,1
G55000900213011,550090213011,G5500090021301,55009021301,1,1,1,1,1
G55000900213012,550090213012,G5500090021301,55009021301,1,1,1,1,1
G55000900213013,550090213013,G5500090021301,55009021301,1,1,1,1,1
G55000900213021,550090213021,G5500090021301,55009021301,0,0,0,0,0.003396370079
G55000900213021,550090213021,G5500090940004,55009940004,0,0,0,0,0.006909235172
G55000900213021,550090213021,G5500090021302,55009021302,1,1,1,1,0.989694394748
G55000900213022,550090213022,G5500090021302,55009021302,0.999875383922,0.999873177043,0.999874530067,0.999877271698,0.90160586531
G55000900213022,550090213022,G5500090940001,55009940001,1.24616078e-4,1.26822957e-4,1.25469933e-4,1.22728302e-4,0.037630109172
G55000900213022,550090213022,G5500090940002,55009940002,0,0,0,0,0.060764025518
G55000900213023,550090213023,G5500090021302,55009021302,1,1,1,1,0.940797407738
G55000900213023,550090213023,G5500090021304,55009021304,0,0,0,0,0.036777095979
G55000900213023,550090213023,G5500090021303,55009021303,0,0,0,0,0.022425496283
G55000900213031,550090213031,G5500090021303,55009021303,1,1,1,1,1
G55000900213032,550090213032,G5500090021303,55009021303,1,1,1,1,1
G55000900213033,550090213033,G5500090021303,55009021303,1,1,1,1,1
G55000900213034,550090213034,G5500090020900,55009020900,0,0,0,0,0
G55000900213034,550090213034,G5500090021000,55009021000,0,0,0,0,0
G55000900213034,550090213034,G5500090021303,55009021303,0.999106841359,0.999232992962,0.999711497938,0.99972817403,0.989960439297
G55000900213034,550090213034,G5500090010201,55009010201,8.93158641e-4,7.67007038e-4,2.88502062e-4,2.7182597e-4,0.010039560703
G55000900213041,550090213041,G5500090021304,55009021304,1,1,1,1,0.98106255709
G55000900213041,550090213041,G5500090021303,55009021303,0,0,0,0,0.018166709863
G55000900213041,550090213041,G5500090940001,55009940001,0,0,0,0,7.70733047e-4
G55000900214001,550090214001,G5500090021400,55009021400,1,1,1,1,0.999914176617
G55000900214001,550090214001,G5500090010300,55009010300,0,0,0,0,0
G55000900214001,550090214001,G5500090940001,55009940001,0,0,0,0,8.5823383e-5
G55000900214002,550090214002,G5500090021400,55009021400,1,1,1,1,1
G55000900214003,550090214003,G5500090021400,55009021400,1,1,1,1,0.998860656375
G55000900214003,550090214003,G5500090940001,55009940001,0,0,0,0,0.001139343625
G55000900215001,550090215001,G5500090021500,55009021500,1,1,1,1,1
G55000900215002,550090215002,G5500090021500,55009021500,1,1,1,1,1
G55000900216001,550090216001,G5500090021600,55009021600,1,1,1,1,1
